id,title,category,completed_at,duration_minutes
1314,Planejar semana,saude,2025-02-24 17:00:00,104
1315,Planejar semana,pessoal,2025-02-24 18:00:00,18
1316,Codar app,estudos,2025-02-24 19:00:00,62
1317,Projeto pessoal,pessoal,2025-02-24 20:00:00,86
1318,Escrever artigo,estudos,2025-02-24 21:00:00,87
1319,Limpar casa,profissional,2025-02-24 22:00:00,69
1320,Codar app,saude,2025-02-24 23:00:00,55
1321,Planejar semana,profissional,2025-02-25 00:00:00,63
1322,Academia,pessoal,2025-02-25 01:00:00,83
1323,Limpar casa,profissional,2025-02-25 02:00:00,104
1324,Codar app,saude,2025-02-25 03:00:00,46
1325,Limpar casa,profissional,2025-02-25 04:00:00,32
1326,Reunião,saude,2025-02-25 05:00:00,36
1327,Projeto pessoal,saude,2025-02-25 06:00:00,79
1328,Reunião,profissional,2025-02-25 07:00:00,99
1329,Limpar casa,estudos,2025-02-25 08:00:00,75
1330,Reunião,pessoal,2025-02-25 09:00:00,118
1331,Estudar IA,estudos,2025-02-25 10:00:00,70
1332,Planejar semana,estudos,2025-02-25 11:00:00,86
1333,Estudar IA,profissional,2025-02-25 12:00:00,60
1334,Revisar código,pessoal,2025-02-25 13:00:00,59
1335,Reunião,pessoal,2025-02-25 14:00:00,28
1336,Revisar código,estudos,2025-02-25 15:00:00,10
1337,Academia,profissional,2025-02-25 16:00:00,49
1338,Escrever artigo,pessoal,2025-02-25 17:00:00,41
1339,Academia,estudos,2025-02-25 18:00:00,31
1340,Limpar casa,pessoal,2025-02-25 19:00:00,102
1341,Planejar semana,profissional,2025-02-25 20:00:00,75
1342,Reunião,profissional,2025-02-25 21:00:00,49
1343,Codar app,profissional,2025-02-25 22:00:00,47
1344,Escrever artigo,pessoal,2025-02-25 23:00:00,57
1345,Projeto pessoal,saude,2025-02-26 00:00:00,64
1346,Projeto pessoal,pessoal,2025-02-26 01:00:00,84
1347,Projeto pessoal,saude,2025-02-26 02:00:00,90
1348,Reunião,profissional,2025-02-26 03:00:00,64
1349,Projeto pessoal,estudos,2025-02-26 04:00:00,60
1350,Estudar IA,saude,2025-02-26 05:00:00,116
1351,Escrever artigo,profissional,2025-02-26 06:00:00,69
1352,Estudar IA,profissional,2025-02-26 07:00:00,17
1353,Escrever artigo,saude,2025-02-26 08:00:00,95
1354,Estudar IA,estudos,2025-02-26 09:00:00,77
1355,Escrever artigo,profissional,2025-02-26 10:00:00,84
1356,Revisar código,saude,2025-02-26 11:00:00,81
1357,Reunião,estudos,2025-02-26 12:00:00,18
1358,Reunião,estudos,2025-02-26 13:00:00,99
1359,Projeto pessoal,profissional,2025-02-26 14:00:00,11
1360,Academia,pessoal,2025-02-26 15:00:00,89
1361,Projeto pessoal,pessoal,2025-02-26 16:00:00,104
1362,Limpar casa,profissional,2025-02-26 17:00:00,79
1363,Estudar IA,estudos,2025-02-26 18:00:00,94
1364,Escrever artigo,profissional,2025-02-26 19:00:00,99
1365,Academia,saude,2025-02-26 20:00:00,68
1366,Limpar casa,pessoal,2025-02-26 21:00:00,28
1367,Reunião,saude,2025-02-26 22:00:00,37
1368,Reunião,profissional,2025-02-26 23:00:00,81
1369,Projeto pessoal,profissional,2025-02-27 00:00:00,23
1370,Estudar IA,estudos,2025-02-27 01:00:00,33
1371,Academia,estudos,2025-02-27 02:00:00,53
1372,Planejar semana,estudos,2025-02-27 03:00:00,110
1373,Limpar casa,saude,2025-02-27 04:00:00,65
1374,Limpar casa,estudos,2025-02-27 05:00:00,99
1375,Projeto pessoal,profissional,2025-02-27 06:00:00,104
1376,Reunião,estudos,2025-02-27 07:00:00,60
1377,Projeto pessoal,pessoal,2025-02-27 08:00:00,41
1378,Escrever artigo,estudos,2025-02-27 09:00:00,59
1379,Academia,saude,2025-02-27 10:00:00,50
1380,Estudar IA,pessoal,2025-02-27 11:00:00,75
1381,Revisar código,pessoal,2025-02-27 12:00:00,34
1382,Codar app,pessoal,2025-02-27 13:00:00,117
1383,Codar app,saude,2025-02-27 14:00:00,70
1384,Projeto pessoal,profissional,2025-02-27 15:00:00,75
1385,Escrever artigo,estudos,2025-02-27 16:00:00,51
1386,Academia,pessoal,2025-02-27 17:00:00,74
1387,Planejar semana,pessoal,2025-02-27 18:00:00,45
1388,Codar app,pessoal,2025-02-27 19:00:00,85
1389,Academia,profissional,2025-02-27 20:00:00,18
1390,Estudar IA,profissional,2025-02-27 21:00:00,45
1391,Escrever artigo,saude,2025-02-27 22:00:00,114
1392,Reunião,profissional,2025-02-27 23:00:00,101
1393,Academia,estudos,2025-02-28 00:00:00,47
1394,Estudar IA,saude,2025-02-28 01:00:00,42
1395,Planejar semana,saude,2025-02-28 02:00:00,51
1396,Revisar código,estudos,2025-02-28 03:00:00,70
1397,Reunião,estudos,2025-02-28 04:00:00,55
1398,Revisar código,estudos,2025-02-28 05:00:00,95
1399,Planejar semana,saude,2025-02-28 06:00:00,98
1400,Estudar IA,saude,2025-02-28 07:00:00,70
1401,Codar app,saude,2025-02-28 08:00:00,27
1402,Revisar código,estudos,2025-02-28 09:00:00,79
1403,Reunião,estudos,2025-02-28 10:00:00,91
1404,Projeto pessoal,pessoal,2025-02-28 11:00:00,89
1405,Limpar casa,profissional,2025-02-28 12:00:00,24
1406,Academia,pessoal,2025-02-28 13:00:00,57
1407,Codar app,estudos,2025-02-28 14:00:00,81
1408,Revisar código,saude,2025-02-28 15:00:00,22
1409,Academia,estudos,2025-02-28 16:00:00,52
1410,Projeto pessoal,profissional,2025-02-28 17:00:00,69
1411,Planejar semana,pessoal,2025-02-28 18:00:00,66
1412,Limpar casa,pessoal,2025-02-28 19:00:00,80
1413,Estudar IA,saude,2025-02-28 20:00:00,26
1414,Projeto pessoal,pessoal,2025-02-28 21:00:00,59
1415,Projeto pessoal,pessoal,2025-02-28 22:00:00,41
1416,Planejar semana,estudos,2025-02-28 23:00:00,31
1417,Escrever artigo,pessoal,2025-03-01 00:00:00,64
1418,Planejar semana,pessoal,2025-03-01 01:00:00,66
1419,Escrever artigo,pessoal,2025-03-01 02:00:00,22
1420,Escrever artigo,saude,2025-03-01 03:00:00,56
1421,Codar app,saude,2025-03-01 04:00:00,96
1422,Codar app,estudos,2025-03-01 05:00:00,71
1423,Reunião,pessoal,2025-03-01 06:00:00,63
1424,Revisar código,saude,2025-03-01 07:00:00,38
1425,Revisar código,saude,2025-03-01 08:00:00,31
1426,Estudar IA,estudos,2025-03-01 09:00:00,74
1427,Revisar código,profissional,2025-03-01 10:00:00,38
1428,Codar app,pessoal,2025-03-01 11:00:00,57
1429,Reunião,saude,2025-03-01 12:00:00,14
1430,Reunião,estudos,2025-03-01 13:00:00,44
1431,Escrever artigo,estudos,2025-03-01 14:00:00,83
1432,Planejar semana,estudos,2025-03-01 15:00:00,92
1433,Estudar IA,saude,2025-03-01 16:00:00,110
1434,Escrever artigo,pessoal,2025-03-01 17:00:00,80
1435,Planejar semana,profissional,2025-03-01 18:00:00,55
1436,Revisar código,pessoal,2025-03-01 19:00:00,44
1437,Escrever artigo,estudos,2025-03-01 20:00:00,54
1438,Academia,estudos,2025-03-01 21:00:00,22
1439,Revisar código,profissional,2025-03-01 22:00:00,19
1440,Planejar semana,pessoal,2025-03-01 23:00:00,75
1441,Estudar IA,estudos,2025-03-02 00:00:00,79
1442,Planejar semana,estudos,2025-03-02 01:00:00,81
1443,Escrever artigo,pessoal,2025-03-02 02:00:00,109
1444,Escrever artigo,estudos,2025-03-02 03:00:00,34
1445,Projeto pessoal,pessoal,2025-03-02 04:00:00,53
1446,Estudar IA,estudos,2025-03-02 05:00:00,69
1447,Revisar código,pessoal,2025-03-02 06:00:00,56
1448,Reunião,profissional,2025-03-02 07:00:00,49
1449,Estudar IA,estudos,2025-03-02 08:00:00,16
1450,Reunião,profissional,2025-03-02 09:00:00,55
1451,Estudar IA,estudos,2025-03-02 10:00:00,32
1452,Estudar IA,estudos,2025-03-02 11:00:00,92
1453,Planejar semana,saude,2025-03-02 12:00:00,55
1454,Estudar IA,pessoal,2025-03-02 13:00:00,95
1455,Projeto pessoal,profissional,2025-03-02 14:00:00,22
1456,Escrever artigo,profissional,2025-03-02 15:00:00,30
1457,Limpar casa,profissional,2025-03-02 16:00:00,10
1458,Reunião,pessoal,2025-03-02 17:00:00,28
1459,Escrever artigo,saude,2025-03-02 18:00:00,69
1460,Limpar casa,profissional,2025-03-02 19:00:00,42
1461,Reunião,pessoal,2025-03-02 20:00:00,13
1462,Reunião,estudos,2025-03-02 21:00:00,115
1463,Limpar casa,profissional,2025-03-02 22:00:00,12
1464,Estudar IA,profissional,2025-03-02 23:00:00,100
1465,Revisar código,saude,2025-03-03 00:00:00,61
1466,Academia,profissional,2025-03-03 01:00:00,114
1467,Escrever artigo,profissional,2025-03-03 02:00:00,108
1468,Planejar semana,estudos,2025-03-03 03:00:00,37
1469,Escrever artigo,pessoal,2025-03-03 04:00:00,79
1470,Planejar semana,pessoal,2025-03-03 05:00:00,79
1471,Limpar casa,saude,2025-03-03 06:00:00,64
1472,Planejar semana,estudos,2025-03-03 07:00:00,66
1473,Reunião,pessoal,2025-03-03 08:00:00,117
1474,Revisar código,estudos,2025-03-03 09:00:00,96
1475,Revisar código,pessoal,2025-03-03 10:00:00,106
1476,Reunião,estudos,2025-03-03 11:00:00,25
1477,Projeto pessoal,saude,2025-03-03 12:00:00,33
1478,Limpar casa,profissional,2025-03-03 13:00:00,78
1479,Projeto pessoal,saude,2025-03-03 14:00:00,50
1480,Projeto pessoal,pessoal,2025-03-03 15:00:00,115
1481,Escrever artigo,saude,2025-03-03 16:00:00,86
1482,Escrever artigo,profissional,2025-03-03 17:00:00,56
1483,Academia,saude,2025-03-03 18:00:00,85
1484,Planejar semana,pessoal,2025-03-03 19:00:00,78
1485,Reunião,pessoal,2025-03-03 20:00:00,110
1486,Escrever artigo,saude,2025-03-03 21:00:00,40
1487,Limpar casa,profissional,2025-03-03 22:00:00,101
1488,Planejar semana,saude,2025-03-03 23:00:00,101
1489,Academia,profissional,2025-03-04 00:00:00,39
1490,Academia,estudos,2025-03-04 01:00:00,27
1491,Limpar casa,profissional,2025-03-04 02:00:00,53
1492,Projeto pessoal,estudos,2025-03-04 03:00:00,36
1493,Revisar código,saude,2025-03-04 04:00:00,108
1494,Limpar casa,profissional,2025-03-04 05:00:00,35
1495,Codar app,estudos,2025-03-04 06:00:00,112
1496,Limpar casa,estudos,2025-03-04 07:00:00,69
1497,Academia,estudos,2025-03-04 08:00:00,27
1498,Reunião,pessoal,2025-03-04 09:00:00,106
1499,Escrever artigo,saude,2025-03-04 10:00:00,98
1500,Reunião,estudos,2025-03-04 11:00:00,65
1501,Academia,profissional,2025-03-04 12:00:00,40
1502,Escrever artigo,estudos,2025-03-04 13:00:00,110
1503,Codar app,pessoal,2025-03-04 14:00:00,68
1504,Revisar código,saude,2025-03-04 15:00:00,11
1505,Planejar semana,pessoal,2025-03-04 16:00:00,106
1506,Academia,pessoal,2025-03-04 17:00:00,48
1507,Academia,pessoal,2025-03-04 18:00:00,70
1508,Academia,profissional,2025-03-04 19:00:00,116
1509,Escrever artigo,saude,2025-03-04 20:00:00,116
1510,Estudar IA,saude,2025-03-04 21:00:00,72
1511,Limpar casa,profissional,2025-03-04 22:00:00,105
1512,Estudar IA,saude,2025-03-04 23:00:00,27
1513,Codar app,pessoal,2025-03-05 00:00:00,26
1514,Revisar código,saude,2025-03-05 01:00:00,107
1515,Projeto pessoal,profissional,2025-03-05 02:00:00,48
1516,Codar app,pessoal,2025-03-05 03:00:00,80
1517,Projeto pessoal,profissional,2025-03-05 04:00:00,115
1518,Projeto pessoal,estudos,2025-03-05 05:00:00,63
1519,Revisar código,pessoal,2025-03-05 06:00:00,108
1520,Reunião,pessoal,2025-03-05 07:00:00,103
1521,Estudar IA,saude,2025-03-05 08:00:00,85
1522,Academia,pessoal,2025-03-05 09:00:00,44
1523,Planejar semana,profissional,2025-03-05 10:00:00,20
1524,Projeto pessoal,saude,2025-03-05 11:00:00,70
1525,Codar app,estudos,2025-03-05 12:00:00,53
1526,Reunião,profissional,2025-03-05 13:00:00,77
1527,Projeto pessoal,estudos,2025-03-05 14:00:00,34
1528,Reunião,estudos,2025-03-05 15:00:00,57
1529,Reunião,estudos,2025-03-05 16:00:00,41
1530,Projeto pessoal,pessoal,2025-03-05 17:00:00,93
1531,Escrever artigo,profissional,2025-03-05 18:00:00,104
1532,Limpar casa,profissional,2025-03-05 19:00:00,13
1533,Academia,pessoal,2025-03-05 20:00:00,47
1534,Academia,saude,2025-03-05 21:00:00,72
1535,Escrever artigo,estudos,2025-03-05 22:00:00,56
1536,Academia,profissional,2025-03-05 23:00:00,10
1537,Reunião,pessoal,2025-03-06 00:00:00,12
1538,Revisar código,estudos,2025-03-06 01:00:00,110
1539,Codar app,saude,2025-03-06 02:00:00,95
1540,Estudar IA,saude,2025-03-06 03:00:00,71
1541,Academia,estudos,2025-03-06 04:00:00,73
1542,Revisar código,saude,2025-03-06 05:00:00,26
1543,Projeto pessoal,profissional,2025-03-06 06:00:00,87
1544,Limpar casa,profissional,2025-03-06 07:00:00,114
1545,Reunião,profissional,2025-03-06 08:00:00,71
1546,Limpar casa,saude,2025-03-06 09:00:00,44
1547,Codar app,profissional,2025-03-06 10:00:00,22
1548,Codar app,pessoal,2025-03-06 11:00:00,44
1549,Escrever artigo,profissional,2025-03-06 12:00:00,52
1550,Planejar semana,profissional,2025-03-06 13:00:00,11
1551,Escrever artigo,saude,2025-03-06 14:00:00,65
1552,Revisar código,profissional,2025-03-06 15:00:00,86
1553,Limpar casa,estudos,2025-03-06 16:00:00,60
1554,Planejar semana,pessoal,2025-03-06 17:00:00,63
1555,Projeto pessoal,saude,2025-03-06 18:00:00,25
1556,Reunião,pessoal,2025-03-06 19:00:00,27
1557,Limpar casa,estudos,2025-03-06 20:00:00,16
1558,Escrever artigo,saude,2025-03-06 21:00:00,54
1559,Estudar IA,saude,2025-03-06 22:00:00,45
1560,Planejar semana,profissional,2025-03-06 23:00:00,50
1561,Planejar semana,pessoal,2025-03-07 00:00:00,103
1562,Reunião,estudos,2025-03-07 01:00:00,51
1563,Academia,estudos,2025-03-07 02:00:00,114
1564,Codar app,saude,2025-03-07 03:00:00,16
1565,Codar app,profissional,2025-03-07 04:00:00,24
1566,Estudar IA,saude,2025-03-07 05:00:00,69
1567,Revisar código,saude,2025-03-07 06:00:00,49
1568,Revisar código,saude,2025-03-07 07:00:00,92
1569,Projeto pessoal,saude,2025-03-07 08:00:00,116
1570,Limpar casa,estudos,2025-03-07 09:00:00,46
1571,Academia,estudos,2025-03-07 10:00:00,75
1572,Escrever artigo,saude,2025-03-07 11:00:00,115
1573,Planejar semana,saude,2025-03-07 12:00:00,64
1574,Estudar IA,profissional,2025-03-07 13:00:00,86
1575,Codar app,saude,2025-03-07 14:00:00,113
1576,Projeto pessoal,estudos,2025-03-07 15:00:00,114
1577,Revisar código,pessoal,2025-03-07 16:00:00,116
1578,Estudar IA,estudos,2025-03-07 17:00:00,116
1579,Planejar semana,profissional,2025-03-07 18:00:00,104
1580,Escrever artigo,estudos,2025-03-07 19:00:00,89
1581,Projeto pessoal,pessoal,2025-03-07 20:00:00,115
1582,Planejar semana,saude,2025-03-07 21:00:00,65
1583,Codar app,pessoal,2025-03-07 22:00:00,53
1584,Codar app,saude,2025-03-07 23:00:00,66
1585,Codar app,saude,2025-03-08 00:00:00,15
1586,Estudar IA,estudos,2025-03-08 01:00:00,101
1587,Estudar IA,estudos,2025-03-08 02:00:00,41
1588,Revisar código,estudos,2025-03-08 03:00:00,117
1589,Revisar código,profissional,2025-03-08 04:00:00,83
1590,Escrever artigo,estudos,2025-03-08 05:00:00,27
1591,Projeto pessoal,profissional,2025-03-08 06:00:00,77
1592,Reunião,estudos,2025-03-08 07:00:00,82
1593,Reunião,saude,2025-03-08 08:00:00,16
1594,Planejar semana,profissional,2025-03-08 09:00:00,17
1595,Codar app,pessoal,2025-03-08 10:00:00,73
1596,Projeto pessoal,profissional,2025-03-08 11:00:00,116
1597,Estudar IA,profissional,2025-03-08 12:00:00,16
1598,Limpar casa,pessoal,2025-03-08 13:00:00,50
1599,Academia,profissional,2025-03-08 14:00:00,49
1600,Escrever artigo,saude,2025-03-08 15:00:00,12
1601,Codar app,estudos,2025-03-08 16:00:00,26
1602,Codar app,pessoal,2025-03-08 17:00:00,75
1603,Codar app,estudos,2025-03-08 18:00:00,88
1604,Estudar IA,saude,2025-03-08 19:00:00,119
1605,Estudar IA,pessoal,2025-03-08 20:00:00,102
1606,Academia,estudos,2025-03-08 21:00:00,61
1607,Projeto pessoal,estudos,2025-03-08 22:00:00,31
1608,Codar app,saude,2025-03-08 23:00:00,13
1609,Reunião,estudos,2025-03-09 00:00:00,15
1610,Revisar código,saude,2025-03-09 01:00:00,47
1611,Reunião,profissional,2025-03-09 02:00:00,35
1612,Planejar semana,saude,2025-03-09 03:00:00,20
1613,Reunião,profissional,2025-03-09 04:00:00,99
1614,Planejar semana,pessoal,2025-03-09 05:00:00,26
1615,Limpar casa,estudos,2025-03-09 06:00:00,97
1616,Revisar código,saude,2025-03-09 07:00:00,101
1617,Reunião,saude,2025-03-09 08:00:00,108
1618,Limpar casa,estudos,2025-03-09 09:00:00,40
1619,Escrever artigo,estudos,2025-03-09 10:00:00,86
1620,Projeto pessoal,pessoal,2025-03-09 11:00:00,44
1621,Limpar casa,pessoal,2025-03-09 12:00:00,25
1622,Projeto pessoal,saude,2025-03-09 13:00:00,88
1623,Reunião,pessoal,2025-03-09 14:00:00,116
1624,Limpar casa,profissional,2025-03-09 15:00:00,27
1625,Revisar código,pessoal,2025-03-09 16:00:00,110
1626,Reunião,pessoal,2025-03-09 17:00:00,71
1627,Codar app,saude,2025-03-09 18:00:00,114
1628,Estudar IA,profissional,2025-03-09 19:00:00,36
1629,Limpar casa,pessoal,2025-03-09 20:00:00,44
1630,Revisar código,profissional,2025-03-09 21:00:00,54
1631,Escrever artigo,profissional,2025-03-09 22:00:00,44
1632,Codar app,profissional,2025-03-09 23:00:00,37
1633,Escrever artigo,estudos,2025-03-10 00:00:00,112
1634,Reunião,estudos,2025-03-10 01:00:00,111
1635,Estudar IA,estudos,2025-03-10 02:00:00,18
1636,Limpar casa,estudos,2025-03-10 03:00:00,85
1637,Limpar casa,saude,2025-03-10 04:00:00,24
1638,Reunião,pessoal,2025-03-10 05:00:00,30
1639,Reunião,estudos,2025-03-10 06:00:00,61
1640,Estudar IA,saude,2025-03-10 07:00:00,44
1641,Revisar código,pessoal,2025-03-10 08:00:00,115
1642,Revisar código,estudos,2025-03-10 09:00:00,106
1643,Estudar IA,pessoal,2025-03-10 10:00:00,60
1644,Revisar código,estudos,2025-03-10 11:00:00,92
1645,Planejar semana,saude,2025-03-10 12:00:00,64
1646,Projeto pessoal,profissional,2025-03-10 13:00:00,96
1647,Estudar IA,profissional,2025-03-10 14:00:00,86
1648,Estudar IA,pessoal,2025-03-10 15:00:00,53
1649,Academia,saude,2025-03-10 16:00:00,74
1650,Codar app,profissional,2025-03-10 17:00:00,102
1651,Codar app,estudos,2025-03-10 18:00:00,97
1652,Planejar semana,profissional,2025-03-10 19:00:00,89
1653,Reunião,pessoal,2025-03-10 20:00:00,34
1654,Reunião,pessoal,2025-03-10 21:00:00,96
1655,Escrever artigo,saude,2025-03-10 22:00:00,101
1656,Planejar semana,pessoal,2025-03-10 23:00:00,56
1657,Estudar IA,profissional,2025-03-11 00:00:00,89
1658,Planejar semana,profissional,2025-03-11 01:00:00,116
1659,Planejar semana,profissional,2025-03-11 02:00:00,65
1660,Planejar semana,profissional,2025-03-11 03:00:00,47
1661,Codar app,saude,2025-03-11 04:00:00,20
1662,Planejar semana,estudos,2025-03-11 05:00:00,76
1663,Projeto pessoal,estudos,2025-03-11 06:00:00,24
1664,Reunião,saude,2025-03-11 07:00:00,10
1665,Escrever artigo,pessoal,2025-03-11 08:00:00,16
1666,Projeto pessoal,estudos,2025-03-11 09:00:00,10
1667,Escrever artigo,pessoal,2025-03-11 10:00:00,58
1668,Academia,estudos,2025-03-11 11:00:00,105
1669,Escrever artigo,pessoal,2025-03-11 12:00:00,82
1670,Reunião,saude,2025-03-11 13:00:00,38
1671,Reunião,profissional,2025-03-11 14:00:00,35
1672,Planejar semana,pessoal,2025-03-11 15:00:00,96
1673,Limpar casa,profissional,2025-03-11 16:00:00,54
1674,Academia,pessoal,2025-03-11 17:00:00,116
1675,Estudar IA,pessoal,2025-03-11 18:00:00,102
1676,Revisar código,pessoal,2025-03-11 19:00:00,111
1677,Escrever artigo,pessoal,2025-03-11 20:00:00,106
1678,Limpar casa,pessoal,2025-03-11 21:00:00,80
1679,Planejar semana,profissional,2025-03-11 22:00:00,21
1680,Codar app,pessoal,2025-03-11 23:00:00,104
1681,Estudar IA,profissional,2025-03-12 00:00:00,41
1682,Limpar casa,saude,2025-03-12 01:00:00,29
1683,Codar app,estudos,2025-03-12 02:00:00,60
1684,Academia,pessoal,2025-03-12 03:00:00,90
1685,Planejar semana,estudos,2025-03-12 04:00:00,45
1686,Estudar IA,profissional,2025-03-12 05:00:00,76
1687,Estudar IA,saude,2025-03-12 06:00:00,10
1688,Estudar IA,saude,2025-03-12 07:00:00,36
1689,Academia,saude,2025-03-12 08:00:00,49
1690,Escrever artigo,estudos,2025-03-12 09:00:00,106
1691,Academia,profissional,2025-03-12 10:00:00,93
1692,Revisar código,pessoal,2025-03-12 11:00:00,23
1693,Reunião,pessoal,2025-03-12 12:00:00,109
1694,Planejar semana,profissional,2025-03-12 13:00:00,78
1695,Academia,estudos,2025-03-12 14:00:00,96
1696,Codar app,pessoal,2025-03-12 15:00:00,118
1697,Revisar código,profissional,2025-03-12 16:00:00,88
1698,Reunião,pessoal,2025-03-12 17:00:00,15
1699,Escrever artigo,saude,2025-03-12 18:00:00,42
1700,Codar app,pessoal,2025-03-12 19:00:00,64
1701,Planejar semana,estudos,2025-03-12 20:00:00,28
1702,Codar app,profissional,2025-03-12 21:00:00,86
1703,Reunião,estudos,2025-03-12 22:00:00,38
1704,Codar app,profissional,2025-03-12 23:00:00,70
1705,Projeto pessoal,saude,2025-03-13 00:00:00,79
1706,Limpar casa,profissional,2025-03-13 01:00:00,88
1707,Escrever artigo,pessoal,2025-03-13 02:00:00,89
1708,Reunião,pessoal,2025-03-13 03:00:00,33
1709,Codar app,saude,2025-03-13 04:00:00,32
1710,Limpar casa,profissional,2025-03-13 05:00:00,19
1711,Limpar casa,saude,2025-03-13 06:00:00,63
1712,Codar app,pessoal,2025-03-13 07:00:00,114
1713,Planejar semana,estudos,2025-03-13 08:00:00,50
1714,Projeto pessoal,saude,2025-03-13 09:00:00,58
1715,Academia,estudos,2025-03-13 10:00:00,26
1716,Projeto pessoal,estudos,2025-03-13 11:00:00,65
1717,Codar app,profissional,2025-03-13 12:00:00,117
1718,Escrever artigo,saude,2025-03-13 13:00:00,54
1719,Academia,estudos,2025-03-13 14:00:00,39
1720,Reunião,estudos,2025-03-13 15:00:00,53
1721,Projeto pessoal,profissional,2025-03-13 16:00:00,119
1722,Codar app,profissional,2025-03-13 17:00:00,83
1723,Projeto pessoal,pessoal,2025-03-13 18:00:00,64
1724,Academia,estudos,2025-03-13 19:00:00,28
1725,Revisar código,pessoal,2025-03-13 20:00:00,38
1726,Projeto pessoal,estudos,2025-03-13 21:00:00,11
1727,Reunião,pessoal,2025-03-13 22:00:00,45
1728,Reunião,profissional,2025-03-13 23:00:00,28
1729,Estudar IA,saude,2025-03-14 00:00:00,16
1730,Projeto pessoal,profissional,2025-03-14 01:00:00,35
1731,Planejar semana,pessoal,2025-03-14 02:00:00,88
1732,Limpar casa,pessoal,2025-03-14 03:00:00,47
1733,Limpar casa,saude,2025-03-14 04:00:00,12
1734,Limpar casa,estudos,2025-03-14 05:00:00,111
1735,Revisar código,pessoal,2025-03-14 06:00:00,89
1736,Estudar IA,pessoal,2025-03-14 07:00:00,75
1737,Revisar código,pessoal,2025-03-14 08:00:00,104
1738,Projeto pessoal,saude,2025-03-14 09:00:00,101
1739,Projeto pessoal,profissional,2025-03-14 10:00:00,80
1740,Projeto pessoal,pessoal,2025-03-14 11:00:00,103
1741,Escrever artigo,saude,2025-03-14 12:00:00,52
1742,Limpar casa,pessoal,2025-03-14 13:00:00,71
1743,Escrever artigo,estudos,2025-03-14 14:00:00,80
1744,Estudar IA,saude,2025-03-14 15:00:00,109
1745,Revisar código,pessoal,2025-03-14 16:00:00,102
1746,Limpar casa,saude,2025-03-14 17:00:00,33
1747,Escrever artigo,pessoal,2025-03-14 18:00:00,48
1748,Escrever artigo,profissional,2025-03-14 19:00:00,77
1749,Codar app,pessoal,2025-03-14 20:00:00,102
1750,Escrever artigo,saude,2025-03-14 21:00:00,53
1751,Planejar semana,estudos,2025-03-14 22:00:00,14
1752,Planejar semana,estudos,2025-03-14 23:00:00,64
1753,Revisar código,estudos,2025-03-15 00:00:00,102
1754,Planejar semana,pessoal,2025-03-15 01:00:00,39
1755,Revisar código,profissional,2025-03-15 02:00:00,38
1756,Revisar código,pessoal,2025-03-15 03:00:00,35
1757,Estudar IA,estudos,2025-03-15 04:00:00,92
1758,Codar app,saude,2025-03-15 05:00:00,35
1759,Projeto pessoal,estudos,2025-03-15 06:00:00,46
1760,Reunião,saude,2025-03-15 07:00:00,100
1761,Revisar código,profissional,2025-03-15 08:00:00,103
1762,Academia,saude,2025-03-15 09:00:00,62
1763,Projeto pessoal,pessoal,2025-03-15 10:00:00,39
1764,Limpar casa,pessoal,2025-03-15 11:00:00,12
1765,Planejar semana,pessoal,2025-03-15 12:00:00,52
1766,Reunião,saude,2025-03-15 13:00:00,16
1767,Academia,pessoal,2025-03-15 14:00:00,58
1768,Projeto pessoal,pessoal,2025-03-15 15:00:00,82
1769,Estudar IA,pessoal,2025-03-15 16:00:00,50
1770,Limpar casa,profissional,2025-03-15 17:00:00,115
1771,Reunião,saude,2025-03-15 18:00:00,86
1772,Codar app,saude,2025-03-15 19:00:00,88
1773,Estudar IA,estudos,2025-03-15 20:00:00,63
1774,Academia,saude,2025-03-15 21:00:00,78
1775,Reunião,profissional,2025-03-15 22:00:00,102
1776,Estudar IA,saude,2025-03-15 23:00:00,108
1777,Limpar casa,profissional,2025-03-16 00:00:00,100
1778,Codar app,profissional,2025-03-16 01:00:00,36
1779,Estudar IA,saude,2025-03-16 02:00:00,17
1780,Escrever artigo,estudos,2025-03-16 03:00:00,41
1781,Codar app,pessoal,2025-03-16 04:00:00,93
1782,Academia,pessoal,2025-03-16 05:00:00,73
1783,Limpar casa,saude,2025-03-16 06:00:00,19
1784,Planejar semana,saude,2025-03-16 07:00:00,22
1785,Planejar semana,profissional,2025-03-16 08:00:00,72
1786,Planejar semana,saude,2025-03-16 09:00:00,102
1787,Reunião,profissional,2025-03-16 10:00:00,44
1788,Academia,estudos,2025-03-16 11:00:00,70
1789,Limpar casa,saude,2025-03-16 12:00:00,63
1790,Codar app,pessoal,2025-03-16 13:00:00,17
1791,Reunião,pessoal,2025-03-16 14:00:00,38
1792,Academia,saude,2025-03-16 15:00:00,104
1793,Escrever artigo,profissional,2025-03-16 16:00:00,50
1794,Limpar casa,pessoal,2025-03-16 17:00:00,39
1795,Planejar semana,profissional,2025-03-16 18:00:00,95
1796,Estudar IA,saude,2025-03-16 19:00:00,30
1797,Limpar casa,saude,2025-03-16 20:00:00,85
1798,Revisar código,pessoal,2025-03-16 21:00:00,20
1799,Academia,saude,2025-03-16 22:00:00,11
1800,Projeto pessoal,estudos,2025-03-16 23:00:00,59
1801,Escrever artigo,estudos,2025-03-17 00:00:00,50
1802,Limpar casa,pessoal,2025-03-17 01:00:00,75
1803,Projeto pessoal,estudos,2025-03-17 02:00:00,107
